Initial_position,Initial_velocity,Mass,Time,Position
747,19,7,41,9762.900000000001
236,99,38,77,36911.100000000006
872,35,95,15,2499.5
103,77,24,91,47686.9
944,34,99,12,2057.6
464,93,90,89,47553.9
548,69,60,36,9382.400000000001
945,23,49,28,5430.6
904,94,77,66,28452.4
844,33,49,75,30881.500000000004
502,23,49,60,19522.0
15,86,57,60,22815.0
183,44,16,92,45704.600000000006
186,25,42,80,33546.0
73,29,86,4,267.4
32,93,19,17,3029.1000000000004
368,30,32,74,29420.4
169,71,36,74,32255.4
491,45,59,4,749.4
34,53,60,19,2809.9
154,65,19,27,5481.1
335,13,78,47,11770.1
110,9,68,75,28347.500000000004
374,90,99,77,36356.100000000006
689,90,82,17,3635.1000000000004
465,87,17,12,2214.6
537,86,56,59,22667.9
817,20,16,69,25525.9
385,69,79,8,1250.6
271,37,68,94,47045.4
395,38,85,77,32373.100000000002
588,97,98,57,22037.1
335,34,39,15,1947.5
304,11,80,77,30203.100000000002
709,75,44,56,20275.4
66,56,83,95,49608.5
160,2,60,65,20992.5
819,42,89,72,29244.600000000002
705,51,38,99,53778.9
672,49,39,80,35952.0
964,96,24,47,16300.1
793,73,94,81,38854.9
437,88,50,64,26139.4
317,66,29,67,26735.100000000002
851,77,14,93,50392.100000000006
391,49,94,79,34842.9
231,97,56,59,23010.9
116,77,19,76,34270.4
340,17,12,15,1697.5
885,39,57,14,2391.4
47,10,27,87,38005.100000000006
455,86,51,47,15321.1
381,78,5,62,24052.600000000002
4,70,16,22,3915.6000000000004
325,57,74,66,25431.4
920,94,24,71,32294.9
655,3,32,72,26272.600000000002
472,99,52,12,2365.6
299,66,58,81,37793.9
774,31,78,72,28407.600000000002
454,3,83,40,8414.0
26,75,44,31,7059.900000000001
433,42,66,58,19352.600000000002
712,66,12,56,19774.4
432,10,25,40,8672.0
919,78,73,73,32725.100000000002
566,96,72,50,17616.0
486,36,6,18,2721.6000000000004
994,1,78,67,23057.100000000002
887,43,6,25,5024.5
262,12,63,79,31790.9
535,23,83,26,4445.4
12,26,18,77,31066.100000000002
667,22,16,74,29127.4
672,75,39,45,13969.5
654,2,12,86,37066.4
967,25,50,72,28168.600000000002
458,49,37,27,5353.1
730,84,40,60,23410.0
201,87,73,28,6478.6
240,91,67,97,55171.100000000006
795,87,42,11,2344.9
266,30,73,69,25664.9
701,54,61,25,5113.5
195,4,8,20,2235.0
95,3,50,99,48416.9
809,54,27,97,52151.100000000006
619,54,34,61,22145.9
696,75,14,7,1461.1
424,86,27,40,11704.0
569,73,67,70,29689.0
412,75,69,2,581.6
611,14,83,79,32297.9
206,72,51,18,3089.6000000000004
840,81,16,48,16017.6
896,36,84,43,11504.1
926,84,91,67,28550.100000000002
561,18,59,98,49384.600000000006
440,20,48,96,47518.4
739,56,55,7,1371.1
748,30,87,15,2300.5
702,56,71,29,6446.900000000001
354,65,44,54,18152.4
495,96,29,48,16392.6
587,67,1,91,47260.9
368,88,73,64,26070.4
899,88,2,43,13743.1
501,27,8,40,9421.0
563,57,68,89,44448.9
406,34,19,50,14356.0
748,73,13,9,1801.9
634,36,30,87,40854.100000000006
937,4,28,9,1369.9
538,5,9,81,33091.9
838,80,1,35,9640.5
202,43,6,91,44691.9
731,84,50,95,52933.5
520,18,8,83,35770.100000000006
526,88,34,76,35516.4
417,56,92,52,16578.6
793,7,13,81,33508.9
518,96,73,66,28198.4
453,17,66,51,14064.900000000001
38,23,71,15,1485.5
929,38,62,59,20227.9
522,88,80,26,6122.4
241,6,17,16,1591.4
837,26,95,78,32676.600000000002
229,32,15,14,1637.4
152,91,12,19,3649.9
543,15,69,65,22220.5
322,31,21,29,5341.900000000001
232,40,50,27,4884.1
415,88,42,33,8655.1
465,82,98,14,2573.4
748,53,2,77,33881.100000000006
372,42,83,9,1146.9
160,84,71,51,17188.9
448,79,63,94,51170.4
805,81,82,7,1612.1
754,59,76,76,33540.4
4,99,10,95,53631.5
336,2,37,45,10348.5
425,57,95,91,46188.9
336,30,88,14,1716.4
739,71,40,93,49722.100000000006
6,55,97,85,40083.5
1,21,82,76,29899.4
215,95,73,36,9985.400000000001
72,33,71,97,49377.100000000006
568,25,7,54,16206.400000000001
613,98,60,93,52107.100000000006
768,60,27,6,1304.4
223,82,52,62,24142.600000000002
127,54,52,70,27917.0
151,27,16,9,790.9000000000001
68,38,60,39,9002.900000000001
515,74,17,39,10853.900000000001
365,62,22,39,10235.900000000001
1,19,49,53,14772.1
510,42,32,80,35230.0
744,23,22,90,42504.0
678,52,99,41,11046.900000000001
956,90,23,35,10108.5
110,63,90,19,3075.9
838,54,28,37,9544.1
326,27,26,16,2012.4
871,43,43,86,40809.4
602,29,44,12,1655.6
734,90,91,59,23100.9
105,21,97,2,166.6
924,67,44,87,43841.100000000006
802,70,3,56,20088.4
814,45,91,13,2227.1
85,80,37,82,39592.600000000006
49,8,97,14,1121.4
629,86,59,89,47095.9
154,69,31,47,14221.1
964,66,23,16,3274.4
627,56,23,81,37311.9
826,99,62,15,3413.5
846,64,39,11,2142.9
8,91,90,98,55985.600000000006
905,66,71,5,1357.5
989,46,86,91,45751.9
25,13,94,94,44543.4
500,72,49,89,45720.9
278,68,20,89,45142.9
401,72,85,11,1785.9
386,6,71,44,10136.400000000001
90,21,27,26,3948.4
954,67,66,1,1025.9
936,85,22,82,40853.600000000006
293,84,81,93,50485.100000000006
229,56,81,13,1785.1
397,54,15,48,14278.6
603,32,94,61,20787.9
46,21,9,78,31495.600000000002
852,32,38,24,4442.4
242,70,43,37,9540.1
727,22,92,66,23523.4
688,52,48,44,12462.400000000001
108,44,27,52,15645.6
601,87,27,71,31478.9
804,28,80,45,11986.5
91,48,16,84,38697.4
829,16,36,97,48485.100000000006
774,81,57,98,55771.600000000006
826,90,98,97,55660.100000000006
511,27,96,80,34031.0
789,41,41,41,10706.900000000001
904,73,14,33,8649.1
663,17,34,81,34188.9
683,6,3,14,1727.4
993,8,7,44,10831.400000000001
756,59,14,19,3645.9
764,38,96,98,51547.600000000006
396,14,77,69,24690.9
389,43,82,17,2536.1000000000004
193,89,42,86,44087.4
555,89,40,81,39912.9
348,82,97,26,5792.4
129,51,83,50,14929.0
124,11,95,3,201.1
930,10,37,32,6267.6
602,10,91,77,30424.100000000002
458,11,30,69,24545.9
110,17,44,26,3864.4
587,39,28,23,4076.1000000000004
466,86,85,66,27486.4
448,19,32,68,24397.600000000002
788,20,11,76,30610.4
546,45,7,15,2323.5
425,51,80,65,24442.5
689,3,70,39,8258.900000000001
512,56,71,94,49072.4
206,60,25,69,27674.9
5,46,76,70,27235.0
504,57,28,61,22213.9
30,98,59,39,11304.900000000001
806,24,81,26,4742.4
219,81,60,7,1026.1
369,91,46,83,41678.100000000006
385,19,26,48,12586.6
858,29,94,33,7151.1
444,48,11,55,17906.5
340,94,30,65,27152.5
967,40,24,77,33099.100000000006
838,81,62,61,24011.9
342,76,47,3,614.1
606,60,5,69,28074.9
440,14,51,44,10542.400000000001
821,50,44,54,17809.4
847,7,37,75,28934.500000000004
606,29,53,13,1811.1
339,31,2,28,5048.6
85,21,46,94,45355.4
899,12,74,88,39900.600000000006
646,60,67,32,7583.6
257,44,9,64,23143.4
405,84,16,22,4624.6
918,61,9,53,17915.1
913,88,45,41,12757.900000000001
404,16,53,1,424.9
18,23,80,61,19653.9
556,98,93,77,37154.100000000006
678,43,20,61,21533.9
649,15,75,18,2506.6000000000004
98,54,97,43,11480.1
795,63,21,94,50013.4
989,83,90,52,18554.6
673,52,23,92,46930.600000000006
563,8,22,62,19894.600000000002
151,84,44,69,29275.9
523,43,55,53,16566.1
507,30,15,60,19947.0
136,30,30,90,42526.0
758,49,76,42,11459.6
711,26,45,32,6560.6
495,49,12,91,45530.9
506,53,16,98,52759.600000000006
881,19,96,4,1035.4
817,3,87,26,4207.4
552,28,54,55,16914.5
827,85,60,1,916.9
430,85,96,41,12151.900000000001
193,96,25,33,8697.1
324,85,95,36,9734.400000000001
760,21,24,75,29897.500000000004
283,20,84,67,23619.100000000002
699,70,38,31,7577.900000000001
502,65,24,92,47955.600000000006
382,97,29,40,12102.0
270,31,4,8,831.6
767,81,87,91,48714.9
726,84,39,40,11926.0
516,90,71,13,2514.1
452,85,41,86,44002.4
302,25,54,75,29739.500000000004
616,1,33,3,663.1
637,29,72,46,12339.400000000001
315,82,23,80,38235.0
776,85,91,55,20273.5
730,3,93,60,18550.0
538,67,30,79,36411.9
421,58,95,74,31545.4
91,18,44,18,2002.6000000000001
136,30,70,1,170.9
232,59,74,42,11353.6
875,96,6,37,11135.1
269,16,76,54,15421.400000000001
289,65,31,52,16918.6
433,84,76,40,11633.0
786,33,69,55,17423.5
390,19,82,69,25029.9
151,84,65,33,8259.1
926,75,67,46,14744.400000000001
103,17,16,10,763.0
600,25,95,67,24271.100000000002
764,63,87,97,52979.100000000006
861,66,1,48,15318.6
219,68,88,13,1931.1
162,16,2,8,603.6
696,33,58,19,3091.9
861,5,86,60,18801.0
735,94,73,98,57006.600000000006
211,10,29,36,6921.400000000001
467,16,19,85,37229.5
768,98,20,17,3850.1000000000004
792,12,56,58,17971.600000000002
520,77,18,98,55125.600000000006
421,78,7,95,52053.5
514,58,70,34,8150.400000000001
187,39,6,63,22092.100000000002
651,78,6,85,42683.5
592,71,79,87,43857.100000000006
775,32,31,60,20335.0
982,95,66,12,2827.6
468,31,27,26,4586.4
790,1,32,13,1631.1
861,62,21,2,1004.6
995,22,68,36,8137.400000000001
212,50,10,22,3683.6000000000004
796,31,65,22,3849.6000000000004
533,76,46,33,8377.1
506,42,6,9,1280.9
105,3,25,52,13510.6
799,28,64,69,26059.9
521,36,30,49,14049.900000000001
728,29,29,70,26768.0
501,24,67,26,4437.4
365,2,90,7,619.1
811,80,57,80,38571.0
899,74,79,30,7529.0
611,65,91,22,4412.6
917,25,19,15,2394.5
688,72,89,25,5550.5
981,1,92,49,12794.900000000001
446,23,90,31,5867.900000000001
428,3,12,18,2069.6000000000004
335,13,30,67,23202.100000000002
422,53,42,22,3959.6000000000004
529,61,29,4,851.4
321,60,50,82,38188.600000000006
996,90,99,20,4756.0
935,80,26,98,55834.600000000006
417,77,63,86,43279.4
371,35,65,32,6508.6
794,49,45,65,24681.5
93,65,74,27,5420.1
767,13,81,65,22314.5
883,94,84,24,5961.4
396,32,9,70,26646.0
640,29,70,73,28869.100000000002
983,44,14,98,52354.600000000006
727,95,82,74,34589.4
58,84,94,61,23414.9
124,30,57,90,42514.0
482,86,51,32,8251.6
15,31,74,8,576.6
717,98,16,48,16710.6
874,67,81,74,32664.4
663,24,34,11,1519.9
817,96,88,77,37261.100000000006
476,75,82,68,28233.600000000002
201,51,85,84,39059.4
793,68,37,30,7243.0
532,30,37,43,10882.1
751,17,22,78,31888.600000000002
751,22,31,27,4917.1
622,54,8,72,29911.600000000002
981,82,60,98,56076.600000000006
588,21,56,17,2361.1000000000004
508,4,81,29,4744.900000000001
300,4,27,46,10852.400000000001
221,11,80,77,30120.100000000002
157,49,69,31,6384.900000000001
707,68,66,68,27988.600000000002
16,43,92,74,30030.4
242,6,60,11,900.9000000000001
555,49,58,42,11256.6
30,96,93,11,1678.9
482,45,45,34,7676.400000000001
973,49,92,87,42324.100000000006
912,59,57,15,2899.5
224,99,56,14,2570.4
766,10,33,1,780.9
410,77,36,38,10411.6
493,44,94,18,2872.6000000000004
174,75,2,96,52532.4
416,76,55,17,3124.1000000000004
225,21,33,94,45495.4
237,11,10,15,1504.5
523,28,36,50,14173.0
942,49,29,77,33767.100000000006
282,14,81,22,2961.6000000000004
452,13,86,14,1594.4
544,76,59,16,3014.4
7,83,32,94,51105.4
72,15,20,99,49581.9
38,39,41,3,199.1
787,1,57,7,1034.1
593,26,34,65,22985.5
181,16,71,58,17592.600000000002
498,98,38,61,24708.9
430,44,87,76,32076.4
474,98,3,15,3046.5
651,10,22,60,18891.0
334,68,95,64,24756.4
831,25,24,24,4253.4
139,49,9,77,32964.100000000006
50,9,86,53,14291.1
293,66,20,19,3315.9
440,31,32,62,21197.600000000002
330,40,84,62,21645.600000000002
412,38,86,93,46326.100000000006
281,42,56,57,18595.1
676,16,78,77,30960.100000000002
98,79,22,14,2164.4
593,47,18,59,20422.9
978,42,82,9,1752.9
946,47,60,11,2055.9
88,21,31,18,2053.6000000000004
759,10,1,33,6425.1
164,99,55,15,2751.5
638,18,63,71,26616.9
748,4,27,25,3910.5
97,96,51,32,8186.6
246,79,17,93,49973.100000000006
534,55,42,81,37137.9
769,78,61,25,5781.5
881,99,83,67,29510.100000000002
514,44,6,88,42331.600000000006
9,46,67,9,819.9000000000001
784,97,11,54,20310.4
81,10,10,97,47155.100000000006
289,72,44,30,6859.0
336,84,13,85,42878.5
215,27,13,51,14336.900000000001
334,70,64,32,7591.6
783,43,49,16,2725.4
685,52,34,29,6313.900000000001
868,27,30,65,23325.5
397,10,43,68,23734.600000000002
612,54,8,15,2524.5
908,80,90,11,2380.9
391,72,97,39,10651.900000000001
670,78,26,25,5682.5
41,37,62,65,23148.5
799,22,49,8,1288.6
804,70,44,20,4164.0
237,57,25,74,31287.4
477,85,70,17,3338.1000000000004
847,61,20,75,32984.5
608,87,72,22,4893.6
264,20,37,54,15632.400000000001
466,10,63,90,41056.0
632,64,4,42,11963.6
13,26,68,74,28769.4
753,41,33,93,46946.100000000006
754,11,2,94,45084.4
616,4,37,79,31512.9
587,32,54,78,32894.600000000006
797,98,71,8,1894.6
386,20,95,49,13130.900000000001
195,80,14,80,37955.0
683,48,91,18,3134.6000000000004
253,24,93,47,12205.1
304,65,98,19,3307.9
228,37,10,17,2273.1000000000004
369,51,39,34,7767.400000000001
885,53,77,11,2060.9
170,60,11,63,23398.100000000002
865,76,94,76,34943.4
390,92,89,33,8762.1
64,21,69,68,24149.600000000002
510,81,49,62,24367.600000000002
510,18,9,88,40039.600000000006
936,81,97,43,13479.1
862,48,25,54,17742.4
477,39,2,39,9450.900000000001
65,49,79,68,26054.600000000002
468,8,87,50,13118.0
250,95,40,41,12381.900000000001
793,97,49,35,10190.5
220,8,90,5,382.5
858,90,10,88,46723.600000000006
524,93,44,7,1415.1
268,3,68,5,405.5
925,20,49,69,25633.9
445,56,1,77,33809.100000000006
962,42,12,93,47248.100000000006
290,68,4,79,36242.9
79,93,81,47,15274.1
976,90,60,86,44956.4
135,79,22,32,7680.6
460,18,98,81,34066.9
588,46,19,58,19739.600000000002
512,60,70,53,17456.1
138,47,15,59,19967.9
937,30,89,18,3064.6000000000004
35,55,28,1,94.9
463,31,61,75,30350.500000000004
864,32,31,58,19203.600000000002
964,70,36,15,3116.5
593,91,43,12,2390.6
356,47,24,84,38878.4
403,59,65,41,11058.900000000001
605,91,58,79,38374.9
161,31,24,99,51254.9
55,95,32,20,3915.0
242,53,68,20,3262.0
300,17,80,40,8820.0
597,13,67,21,3030.9
317,65,32,91,46808.9
713,23,55,92,44302.600000000006
994,52,11,46,13754.400000000001
840,84,33,84,42470.4
493,36,63,43,11101.1
222,21,61,62,20359.600000000002
764,45,55,14,2354.4
177,34,5,29,5283.900000000001
300,21,74,81,34149.9
78,95,72,51,17667.9
749,25,83,38,8774.6
714,42,80,34,7806.400000000001
435,30,88,31,6073.900000000001
252,69,93,24,4730.4
592,1,2,35,6629.5
371,3,99,91,41220.9
599,60,87,69,28067.9
695,59,61,96,51517.4
256,98,34,81,40342.9
189,16,58,69,24621.9
277,49,72,23,3996.1000000000004
566,88,53,71,31514.9
140,27,52,40,9060.0
434,26,59,10,1184.0
602,99,13,45,14979.5
988,57,88,95,50625.5
759,91,37,25,6096.5
253,64,96,32,7318.6
39,40,9,28,5000.6
548,1,80,60,18248.0
902,82,78,97,54960.100000000006
33,62,37,26,4957.4
667,70,37,91,47613.9
418,87,65,98,56003.600000000006
195,44,68,51,15183.900000000001
281,5,18,84,35275.4
260,66,60,75,32772.5
809,65,57,80,37369.0
219,85,49,44,13445.400000000001
117,79,20,45,13594.5
827,75,37,32,8244.6
908,87,63,1,999.9
628,43,24,2,733.6
800,70,74,11,2162.9
94,3,51,26,3484.4
357,85,79,46,14635.400000000001
681,91,21,20,4461.0
60,44,89,76,31706.4
869,73,57,62,24230.600000000002
156,71,13,47,14317.1
697,12,80,85,37119.5
207,24,85,40,9007.0
287,62,72,87,42769.100000000006
806,12,88,54,15742.400000000001
891,98,8,55,21103.5
884,13,90,78,31709.600000000002
790,6,82,32,5999.6
528,57,59,34,8130.400000000001
779,46,50,75,31791.500000000004
692,63,10,64,24794.4
699,60,24,43,12339.1
269,21,39,37,7754.1
855,93,93,15,3352.5
764,8,38,74,28188.4
320,10,40,2,359.6
26,94,28,39,11144.900000000001
957,50,57,14,2617.4
119,14,93,61,19205.9
74,7,25,37,7041.1
779,95,9,26,6561.4
714,25,91,26,4676.4
564,81,34,84,41942.4
150,52,78,37,8782.1
787,32,83,37,8679.1
539,28,81,5,801.5
107,66,53,42,11522.6
775,17,59,68,24588.600000000002
267,11,45,55,15694.500000000002
408,5,72,74,27610.4
431,20,78,62,20506.600000000002
610,83,21,55,19997.5
770,58,30,5,1182.5
716,12,90,11,1440.9
27,37,86,24,3737.4
564,96,4,6,1316.4
511,86,92,91,48913.9
986,86,63,68,29491.600000000002
213,61,64,51,16068.900000000001
671,18,87,45,11403.5
403,71,82,50,16203.0
491,23,66,31,5912.900000000001
375,18,58,14,1587.4
372,71,9,1,447.9
901,27,74,87,40338.100000000006
453,38,65,89,42647.9
730,19,13,38,8527.6
793,24,23,35,7635.5
495,82,17,81,39285.9
3,63,59,82,38116.600000000006
831,84,69,88,46168.600000000006
851,41,45,43,11674.1
96,79,51,26,5462.4
33,62,69,75,32245.500000000004
683,72,87,35,9205.5
797,54,70,86,41681.4
749,1,16,95,45066.5
439,68,23,66,26271.4
238,57,38,20,3338.0
593,64,42,15,2655.5
630,69,68,53,18051.1
731,9,47,6,961.4
30,52,10,19,2786.9
711,15,8,54,15809.400000000001
271,34,13,1,309.9
419,81,89,30,7259.0
270,17,20,79,32193.9
205,27,83,11,1094.9
893,84,69,19,4257.9
998,67,55,64,25356.4
786,50,99,49,15000.900000000001
728,62,88,77,34554.100000000006
739,38,49,43,11433.1
423,44,68,61,21339.9
674,88,42,53,19102.1
404,35,20,36,8014.400000000001
576,60,93,66,25880.4
461,70,92,20,3821.0
551,7,24,21,2858.9
254,92,69,22,4649.6
776,25,52,45,11823.5
628,12,30,34,6700.400000000001
371,6,55,90,40601.0
279,11,7,40,8559.0
646,48,70,71,28754.9
452,9,25,52,14169.6
167,79,26,6,817.4
2,31,54,25,3839.5
587,66,34,26,5615.4
489,83,52,1,576.9
764,85,28,3,1063.1
77,19,67,19,2206.9
68,13,81,42,9257.6
700,45,36,85,39927.5
64,6,97,65,21156.5
790,27,89,4,976.4
961,84,82,3,1257.1
369,59,6,13,1964.1
8,17,31,32,5569.6
296,76,13,93,49744.100000000006
487,75,51,14,2497.4
749,32,91,2,832.6
320,87,76,93,50791.100000000006
869,60,46,67,26885.100000000002
297,56,72,11,1505.9
174,71,44,85,41611.5
639,71,5,64,25253.4
112,32,30,86,39104.4
443,89,25,62,24796.600000000002
247,77,93,15,2504.5
512,25,39,18,2549.6000000000004
437,82,96,34,8889.400000000001
356,37,86,70,26956.0
512,68,3,2,667.6
807,46,13,39,10053.900000000001
425,66,97,96,51919.4
885,96,66,69,30837.9
519,56,61,43,11987.1
770,40,58,82,36997.600000000006
239,36,3,80,34479.0
402,74,4,58,21177.600000000002
669,96,21,86,45165.4
155,52,76,55,17837.5
310,85,95,94,51596.4
234,30,78,76,30816.4
370,64,43,3,606.1
598,27,56,55,16905.5
420,22,29,15,1852.5
374,96,83,40,12054.0
22,31,35,39,8683.900000000001
113,1,31,99,48236.9
906,5,54,15,2083.5
521,83,73,6,1195.4
573,58,28,19,3443.9
85,1,53,52,13386.6
4,63,62,5,441.5
561,5,91,57,16766.1
345,67,36,11,1674.9
510,5,12,10,1050.0
250,52,52,22,3765.6000000000004
518,38,48,60,20438.0
610,23,80,37,8169.1
609,49,48,3,800.1
771,34,41,66,24359.4
652,67,36,91,47325.9
375,2,6,90,40245.0
173,71,14,83,39822.100000000006
372,79,11,96,53114.4
765,3,11,14,1767.4
527,27,64,80,34047.0
729,20,75,11,1541.9
484,55,92,71,29089.9
865,15,89,67,23866.100000000002
847,98,32,93,52341.100000000006
927,64,98,69,28671.9
750,4,7,38,7977.6
653,71,85,5,1130.5
840,60,10,76,33702.4
644,8,87,30,5294.0
937,52,45,17,3237.1000000000004
899,29,8,26,4965.4
632,39,47,53,16463.1
547,72,52,58,21206.600000000002
550,34,88,38,8917.6
734,97,83,13,2823.1
412,53,52,5,799.5
781,40,32,87,41349.100000000006
661,61,3,19,3588.9
776,4,43,93,43528.100000000006
645,32,8,52,15558.6
814,80,12,5,1336.5
884,61,36,77,34633.100000000006
720,13,97,61,19745.9
913,50,71,36,9063.400000000001
353,30,75,56,17399.4
888,61,86,28,6437.6
426,18,46,60,19146.0
867,7,11,15,2074.5
166,5,28,54,14724.400000000001
264,86,88,63,25130.100000000002
580,67,18,4,926.4
679,63,21,50,16079.0
668,36,64,39,9524.900000000001
899,28,69,96,48745.4
768,61,63,28,6317.6
591,67,34,75,33178.5
820,26,7,30,6010.0
245,84,42,12,1958.6
146,55,1,56,18592.4
80,76,35,93,49528.100000000006
36,94,78,27,6146.1
791,56,61,40,10871.0
272,48,48,37,8756.1
358,11,78,23,3203.1000000000004
342,7,98,20,2442.0
152,73,41,77,34825.100000000006
757,3,27,3,810.1
463,88,50,8,1480.6
439,40,88,23,3951.1000000000004
330,35,44,37,8333.1
616,12,52,68,24089.600000000002
110,79,77,47,14647.1
173,12,48,65,21655.5
730,64,91,23,4794.1
810,91,29,22,5183.6
546,63,60,32,7579.6
537,53,33,10,1557.0
38,9,72,61,18819.9
638,47,79,68,26491.600000000002
642,51,77,36,8828.400000000001
989,2,77,93,43555.100000000006
852,20,91,90,42342.0
226,19,81,35,6893.5
969,34,85,30,6399.0
886,73,51,9,1939.9
88,70,41,71,29758.9
922,25,37,87,40185.100000000006
244,67,47,98,53869.600000000006
262,28,75,64,22124.4
724,94,51,1,822.9
435,14,86,12,1308.6
235,67,97,14,2133.4
383,90,36,98,56262.600000000006
666,14,1,5,858.5
121,17,55,86,37823.4
778,68,53,4,1128.4
996,40,38,23,4508.1
281,68,82,82,38804.600000000006
450,33,44,42,10479.6
737,51,26,94,48827.4
103,88,26,40,11463.0
649,4,25,54,15153.400000000001
927,6,39,15,2119.5
820,53,11,13,2337.1
100,47,71,54,16926.4
290,97,76,47,15673.1
963,21,68,43,10926.1
215,35,81,63,21868.100000000002
438,94,49,93,51560.100000000006
759,26,2,23,3949.1000000000004
227,40,18,39,9239.900000000001
956,6,69,1,966.9
935,56,70,54,18247.4
300,13,6,72,26637.600000000002
818,14,86,93,44500.100000000006
512,58,27,78,34847.600000000006
519,10,83,34,6523.400000000001
883,25,6,36,8133.400000000001
637,44,80,39,9805.900000000001
536,42,77,9,1310.9
872,2,16,46,11332.400000000001
270,50,72,1,324.9
12,90,40,33,8318.1
517,79,56,10,1797.0
865,85,44,63,25668.100000000002
538,68,69,43,12522.1
351,31,13,80,34191.0
606,96,89,15,3148.5
195,29,86,20,2735.0
134,28,79,87,39658.100000000006
852,16,70,63,21308.100000000002
790,72,18,17,3430.1000000000004
505,71,22,14,2459.4
176,78,99,77,35234.100000000006
235,88,97,42,12574.6
432,99,60,17,3531.1000000000004
209,70,85,14,2149.4
381,46,59,63,22727.100000000002
21,8,71,81,32817.9
99,33,42,91,43678.9
435,66,85,9,1425.9
831,83,10,32,8504.6
921,1,42,74,27827.4
287,45,76,50,14787.0
687,82,43,54,19403.4
101,94,46,74,33889.4
348,41,13,28,5337.6
457,14,43,37,7683.1
436,39,7,52,15713.6
607,26,84,63,21693.100000000002
923,74,11,87,44449.100000000006
795,32,33,40,9915.0
839,33,90,33,7264.1
841,23,65,63,21738.100000000002
911,29,34,48,13592.6
215,25,52,12,1220.6
888,51,64,12,2205.6
17,44,60,25,4179.5
343,47,94,91,45196.9
800,17,49,16,2326.4
45,2,49,49,11907.900000000001
930,48,83,62,22741.600000000002
788,20,71,53,15612.1
365,96,46,17,3413.1000000000004
350,44,88,57,18778.1
651,22,73,93,45077.100000000006
909,82,28,45,14521.5
627,25,46,24,4049.4
567,35,75,77,32314.100000000002
235,28,16,62,20806.600000000002
476,26,97,73,28486.100000000002
658,30,72,12,1723.6
971,52,58,24,5041.4
547,69,9,95,51324.5
881,84,45,37,10697.1
973,92,47,6,1701.4
607,85,80,19,3990.9
257,15,87,15,1584.5
455,2,67,32,5536.6
377,42,24,21,3419.9
466,33,37,3,609.1
882,74,28,45,14134.5
344,53,2,76,32674.4
206,55,84,38,9371.6
422,78,10,52,17727.6
711,81,53,57,21248.1
253,24,8,54,15837.400000000001
412,38,29,95,48244.5
85,74,29,99,55435.9
65,42,15,61,20859.9
716,7,85,78,31073.600000000002
115,79,25,76,34421.4
658,21,29,86,38704.4
447,21,90,57,17564.1
480,18,83,51,14142.900000000001
349,74,20,50,16299.0
957,89,84,65,27444.5
309,11,1,9,804.9000000000001
339,81,43,75,33976.5
266,22,60,98,49481.600000000006
6,50,75,69,26784.9
851,13,19,43,10470.1
137,45,82,87,41140.100000000006
307,15,17,66,22641.4
268,85,98,54,19146.4
703,77,17,13,2532.1
681,18,27,10,1351.0
341,64,15,83,39409.100000000006
774,77,85,69,29415.9
821,73,39,67,27708.100000000002
229,96,76,84,42867.4
381,60,54,34,8085.400000000001
141,35,88,22,3282.6000000000004
65,94,49,45,14217.5
567,91,90,45,14584.5
772,93,37,99,58003.9
808,78,66,2,983.6
46,82,30,18,3109.6000000000004
281,7,16,67,22746.100000000002
686,2,14,79,31424.9
610,24,17,71,27014.9
172,76,97,33,8016.1
757,34,80,31,6519.900000000001
79,22,54,30,5149.0
80,58,55,71,28898.9
35,6,54,29,4329.900000000001
42,4,23,32,5187.6
499,99,60,49,17114.9
892,36,72,81,35956.9
822,36,98,61,21250.9
757,89,16,92,50418.600000000006
561,51,57,21,3792.9
973,69,96,6,1563.4
87,11,66,97,47258.100000000006
395,48,25,43,11519.1
924,40,5,22,4175.6
606,65,90,9,1587.9
8,55,35,4,306.4
99,78,32,96,52745.4
761,15,45,7,1106.1
834,15,8,62,20599.600000000002
151,62,93,58,20230.600000000002
216,61,87,34,7954.400000000001
364,51,83,18,2869.6000000000004
509,53,96,29,6166.900000000001
455,37,2,77,32356.100000000002
894,9,11,56,16764.4
905,22,62,22,3760.6000000000004
997,66,37,37,10147.1
413,84,29,98,55704.600000000006
401,56,19,51,16001.900000000001
989,53,80,17,3306.1000000000004
726,76,88,77,35630.100000000006
167,45,84,25,4354.5
177,38,18,89,42371.9
11,53,62,11,1186.9
282,74,77,76,34208.4
795,2,29,51,13641.900000000001
530,45,34,56,18416.4
214,83,67,57,20865.1
787,25,23,81,34960.9
75,87,45,66,27161.4
20,20,99,67,23356.100000000002
160,63,73,13,1807.1
460,94,78,55,20452.5
124,50,69,41,10410.900000000001
839,74,65,25,5751.5
667,72,15,28,6524.6
227,49,23,18,2696.6000000000004
40,68,3,66,25872.4
236,63,97,96,51442.4
789,92,11,85,44011.5
267,79,30,3,548.1
568,74,5,30,7198.0
778,36,94,94,47458.4
906,83,39,25,6043.5
33,72,53,23,4281.1
536,35,51,66,24190.4
750,48,59,76,32700.4
464,94,21,81,40226.9
659,51,15,70,28239.0
1,29,46,12,1054.6
524,13,41,23,3415.1000000000004
764,49,95,2,881.6
968,94,90,52,19105.6
763,57,3,13,2332.1
494,82,2,46,14634.400000000001
358,55,12,73,30485.100000000002
66,72,33,45,13228.5
594,44,99,37,8930.1
79,75,53,24,4701.4
821,6,52,94,44681.4
